subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q1979607,financier,policier,n.a.-l.a.-f.o.-',0.39,True
Q557880,investisseur,investisseur,t.a.-d.a.-f.o.-',1.0,False
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q1225491,dilettante,consultant,f.a.-s.a.-f.o.-',0.22,True
Q16861871,formation,informaticien,s.a.-t.a.-f.o.-',0.44,False
Q13382608,fondeur ou fondeuse,fondateur,t.a.-t.a.-f.o.-',0.46,False
Q17486376,tireur sportif,transporteur,b.a.-l.a.-f.o.-',0.39,True
Q774306,chirurgien ou chirurgienne,musicien,f.a.-b.a.-f.o.-',0.19,True
Q71134636,orthopedian,étudiant,d.a.-s.a.-f.o.-',0.33,True
Q14915627,musicologue,musicien,f.a.-b.a.-f.o.-',0.45,False
Q18931911,théoricien ou théoricienne,musicien,f.a.-b.a.-f.o.-',0.51,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q1662561,paléontologue,psychologue,s.a.-f.a.-f.o.-',0.57,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3578589,écologiste,écologiste,l.a.-f.a.-f.o.-',1.0,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q3368718,pathologiste,écologiste,l.a.-f.a.-f.o.-',0.7,False
Q17143199,médecin légiste,médecin,n.a.-f.a.-f.o.-',0.74,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q3745071,écrivain ou écrivaine scientifique,relation publique,l.a.-b.a.-f.o.-',0.19,True
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q58635633,métier des médias,médiateur,m.a.-s.a.-f.o.-',0.6,False
Q19759076,general,agent de,d.a.-l.a.-f.o.-',0.16,True
Q4897084,five-star rank,transporteur,b.a.-l.a.-f.o.-',0.19,True
Q9200127,membre,mere,f.a.-m.a.-f.o.-',0.4,False
Q10669499,officier de marine,officier,l.a.-k.a.-f.o.-',0.91,False
Q1719325,prisoner of a Nazi concentration camp,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q133485,rabbin,voisin,m.a.-k.a.-f.o.-',0.22,True
Q40348,avocat ou avocate,avocat,n.a.-t.a.-f.o.-',0.95,False
Q1476215,défenseur des droits de l'Homme,défendeur,l.a.-n.a.-f.o.-',0.47,False
Q10659189,cambrioleur,travailleur social,f.a.-n.a.-f.o.-',0.24,True
Q974144,éducateur ou éducatrice,éditeur,t.a.-b.a.-f.o.-',0.24,True
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q2675537,professeur ou professeure de musique,investisseur,t.a.-d.a.-f.o.-',0.3,True
Q1231865,pédagogue,psychologue,s.a.-f.a.-f.o.-',0.44,False
Q102040941,évêque protestant,consultant,f.a.-s.a.-f.o.-',0.27,True
Q513760,Travail forcé sous domination nazie pendant la Seconde Guerre mondiale,travailleur social,f.a.-n.a.-f.o.-',0.34,True
Q1660104,société foncière,fonctionnaire,t.a.-k.a.-f.o.-',0.3,True
Q384561,top,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q25829748,cuivriste,secouriste,f.a.-l.a.-f.o.-',0.45,False
Q625652,hetman,manager,l.a.-s.a.-f.o.-',0.22,True
Q48352,chef d'État,avocat,n.a.-t.a.-f.o.-',0.15,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q2532239,chanteur folk,inventeur,d.a.-d.a.-f.o.-',0.44,False
Q2488257,magicien,musicien,f.a.-b.a.-f.o.-',0.5,False
Q50616117,gouverneur provincial de Corée du Sud,travailleur social,f.a.-n.a.-f.o.-',0.25,True
Q7406919,service,secrétaire,k.a.-t.a.-f.o.-',0.19,True
Q1630100,modèle,bénévole,m.a.-n.a.-f.o.-',0.2,True
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q10791,nudité,éditeur,t.a.-b.a.-f.o.-',0.19,True
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q1423891,ministre du culte,adulte,n.a.-s.a.-f.o.-',0.38,True
Q1183543,dispositif,politicien,s.a.-k.a.-f.o.-',0.12,True
Q811122,travailleur de la construction,travailleur social,f.a.-n.a.-f.o.-',0.63,False
Q5428874,personnel académique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q21070568,humain possiblement fictif,mentor,s.a.-d.a.-f.o.-',0.24,True
Q4501412,grand-rabbin,transporteur,b.a.-l.a.-f.o.-',0.12,True
Q327248,lutte populaire,notaire,m.a.-t.a.-f.o.-',0.42,False
Q758780,jardinier,ouvrier,m.a.-l.a.-f.o.-',0.3,True
Q2815948,architecte paysagiste,archiviste,t.a.-l.a.-f.o.-',0.57,False
Q19631939,court rank,secouriste,f.a.-l.a.-f.o.-',0.26,True
Q4991371,soldat,avocat,n.a.-t.a.-f.o.-',0.16,True
Q19100,capitaine,publicitaire,b.a.-d.a.-f.o.-',0.27,True
Q95360317,building surveyor,mentor,s.a.-d.a.-f.o.-',0.15,True
Q1955150,fabricant d'instruments de musique,musicien,f.a.-b.a.-f.o.-',0.32,True
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q4671277,institution universitaire,publicitaire,b.a.-d.a.-f.o.-',0.38,True
Q955824,société savante,travailleur social,f.a.-n.a.-f.o.-',0.33,True
Q38723,établissement d'enseignement supérieur,enseignant,d.a.-f.a.-f.o.-',0.42,False
Q3914,école,écologiste,l.a.-f.a.-f.o.-',0.41,False
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q1238570,politologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q2468727,érudit classique,relation publique,l.a.-b.a.-f.o.-',0.29,True
Q13418253,philologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q2468727,érudit classique,relation publique,l.a.-b.a.-f.o.-',0.29,True
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q13418253,philologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q18931911,théoricien ou théoricienne,musicien,f.a.-b.a.-f.o.-',0.51,False
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q105898711,zoologiste des vertébrés,écologiste,l.a.-f.a.-f.o.-',0.74,False
Q108614246,zoologiste des invertébrés,écologiste,l.a.-f.a.-f.o.-',0.67,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q105186,pharmacien,pharmacien,t.a.-f.a.-f.o.-',1.0,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q18536342,joueur professionnel ou joueuse professionnelle,joueur,m.a.-b.a.-f.o.-',0.75,False
Q2935715,Camériste,secouriste,f.a.-l.a.-f.o.-',0.48,False
Q54128,domestique,relation publique,l.a.-b.a.-f.o.-',0.31,True
Q25110562,femme de chambre,agent de,d.a.-l.a.-f.o.-',0.42,False
Q833860,femme de ménage,agent de,d.a.-l.a.-f.o.-',0.39,True
Q47064,militaire,publicitaire,b.a.-d.a.-f.o.-',0.47,False
Q1454940,soldat volontaire,notaire,m.a.-t.a.-f.o.-',0.44,False
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q12369333,lutteur,acteur,s.a.-b.a.-f.o.-',0.43,False
Q110038490,modern philologist,écologiste,l.a.-f.a.-f.o.-',0.5,False
Q17135920,expert interdisciplinaire d'une région géographique,cartographe,l.a.-t.a.-f.o.-',0.31,True
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q60534774,personnel hôtelier,hôte,f.a.-k.a.-f.o.-',0.59,False
Q108289372,hotel and restaurant managers,manager,l.a.-s.a.-f.o.-',0.75,False
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q17135920,expert interdisciplinaire d'une région géographique,cartographe,l.a.-t.a.-f.o.-',0.31,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q16003550,pacifiste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q327055,travailleur ou travailleuse,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q294126,géomètre,ancêtre,t.a.-m.a.-f.o.-',0.36,True
Q1986550,géodésie appliquée,syndiqué,k.a.-l.a.-f.o.-',0.28,True
Q18915989,député,défendeur,l.a.-n.a.-f.o.-',0.22,True
Q82604,design,agent de,d.a.-l.a.-f.o.-',0.2,True
Q17135920,expert interdisciplinaire d'une région géographique,cartographe,l.a.-t.a.-f.o.-',0.31,True
Q4773904,anthropologue,psychologue,s.a.-f.a.-f.o.-',0.56,False
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q11424604,géoscientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q208762,chapelain,voisin,m.a.-k.a.-f.o.-',0.14,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q2393196,trait de personnalité,agent de,d.a.-l.a.-f.o.-',0.22,True
Q1607826,éditeur ou éditrice,éditeur,t.a.-b.a.-f.o.-',0.93,False
Q10527030,humaniste,activiste,b.a.-k.a.-f.o.-',0.38,True
Q8011071,dresseur,investisseur,t.a.-d.a.-f.o.-',0.46,False
Q831474,prêtre chrétien,ancêtre,t.a.-m.a.-f.o.-',0.43,False
Q4964182,philosophe,philosophe,s.a.-s.a.-f.o.-',1.0,False
Q170790,mathématicien ou mathématicienne,informaticien,s.a.-t.a.-f.o.-',0.62,False
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q66035178,travailleur du textile,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q87646528,headdress maker,manager,l.a.-s.a.-f.o.-',0.29,True
Q3501317,modéliste,journaliste,n.a.-b.a.-f.o.-',0.49,False
Q1208175,cadreur,assureur,f.a.-t.a.-f.o.-',0.36,True
Q838566,forgeron ou forgeronne,manager,l.a.-s.a.-f.o.-',0.13,True
Q15980591,monteur d'acier,inventeur,d.a.-d.a.-f.o.-',0.33,True
Q84380764,joueur de jeu de plateau,joueur,m.a.-b.a.-f.o.-',0.69,False
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q18930236,philosophe du langage,philosophe,s.a.-s.a.-f.o.-',0.98,False
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q16727193,scientifique de l'esprit,agent de,d.a.-l.a.-f.o.-',0.26,True
Q3126128,généticien ou généticienne,politicien,s.a.-k.a.-f.o.-',0.53,False
Q4915128,scientifique biomédical,relation publique,l.a.-b.a.-f.o.-',0.26,True
Q17175157,bourgmestre,ancêtre,t.a.-m.a.-f.o.-',0.28,True
Q213441,magasin,voisin,m.a.-k.a.-f.o.-',0.37,True
Q6302990,officier judiciaire,officier,l.a.-k.a.-f.o.-',0.86,False
Q1155838,correspondant local de presse,aidant,m.a.-f.a.-f.o.-',0.3,True
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q42909,reporter,transporteur,b.a.-l.a.-f.o.-',0.39,True
Q15980804,professionnel des médias,médiateur,m.a.-s.a.-f.o.-',0.5,False
Q6430706,critique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q55631411,religieuse catholique,relation publique,l.a.-b.a.-f.o.-',0.47,False
Q1776501,supérieur,acteur,s.a.-b.a.-f.o.-',0.18,True
Q191808,religieuse,relation publique,l.a.-b.a.-f.o.-',0.28,True
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q5873,rapport sexuel,transporteur,b.a.-l.a.-f.o.-',0.21,True
Q2148678,pénétration,relation publique,l.a.-b.a.-f.o.-',0.42,False
Q123507833,intromission,relation publique,l.a.-b.a.-f.o.-',0.19,True
Q2526135,sûreté,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q25713832,dirigeant ou dirigeante,enfant,d.a.-m.a.-f.o.-',0.15,True
Q16533,juge,juré,k.a.-n.a.-f.o.-',0.33,True
Q140686,président ou présidente,précurseur,s.a.-n.a.-f.o.-',0.24,True
Q16390131,cryptologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q25339110,professeur titulaire,investisseur,t.a.-d.a.-f.o.-',0.32,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q2061186,ordre religieux,relation publique,l.a.-b.a.-f.o.-',0.23,True
Q391009,ordre religieux catholique,relation publique,l.a.-b.a.-f.o.-',0.45,False
Q1391083,travailleur qualifié,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q3376056,Personnel de hall,agent de,d.a.-l.a.-f.o.-',0.32,True
Q66666685,universitaire,publicitaire,b.a.-d.a.-f.o.-',0.56,False
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q13582652,ingénieur civil,inventeur,d.a.-d.a.-f.o.-',0.16,True
Q116,monarque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q113291098,Femmes de la noblesse,agent de,d.a.-l.a.-f.o.-',0.32,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3479990,serrurier ou serrurière,guerrier,l.a.-l.a.-f.o.-',0.32,True
Q29881694,thérapeute alternatif,adulte,n.a.-s.a.-f.o.-',0.16,True
Q11424604,géoscientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q613354,utilisateur ou utilisatrice,médiateur,m.a.-s.a.-f.o.-',0.2,True
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q15987302,profession juridique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q6302990,officier judiciaire,officier,l.a.-k.a.-f.o.-',0.86,False
Q2994387,conseiller ou conseillère,consultant,f.a.-s.a.-f.o.-',0.35,True
Q462390,maître ou maîtresse de conférences,agent de,d.a.-l.a.-f.o.-',0.18,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q16744001,noble,comptable,b.a.-t.a.-f.o.-',0.3,True
Q23540,protestantisme,procureur,b.a.-n.a.-f.o.-',0.21,True
Q1786655,Réforme radicale,réformateur,n.a.-k.a.-f.o.-',0.67,False
Q12562,Réforme protestante,réformateur,n.a.-k.a.-f.o.-',0.56,False
Q41176,bâtiment,mentor,s.a.-d.a.-f.o.-',0.35,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q3782242,Clandestine HUMINT,investisseur,t.a.-d.a.-f.o.-',0.24,True
Q83267,crime,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q27349,dentiste,activiste,b.a.-k.a.-f.o.-',0.32,True
Q43845,personnalité du monde des affaires,fonctionnaire,t.a.-k.a.-f.o.-',0.24,True
Q8359428,militant social,travailleur social,f.a.-n.a.-f.o.-',0.44,False
Q2419397,thérapeute,auteur,b.a.-b.a.-f.o.-',0.2,True
Q133163,instrument de percussion,agent de,d.a.-l.a.-f.o.-',0.37,True
Q778000,Ausbildungsberuf,auteur,b.a.-b.a.-f.o.-',0.31,True
Q327029,mécanicien,technicien,f.a.-d.a.-f.o.-',0.56,False
Q2309621,Meister,activiste,b.a.-k.a.-f.o.-',0.23,True
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q108290746,hand launderers and pressers,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.12,True
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q520549,géologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q18805,naturaliste,journaliste,n.a.-b.a.-f.o.-',0.59,False
Q17488316,préhistorien,précurseur,s.a.-n.a.-f.o.-',0.22,True
Q1900167,psychothérapeute,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q4504549,religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q1900167,psychothérapeute,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q1900167,psychothérapeute,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q548320,frère,frère/socur,k.a.-m.a.-f.o.-',0.52,False
Q1097498,dirigeant,enfant,d.a.-m.a.-f.o.-',0.22,True
Q131062,urbaniste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q215279,travailleur ou travailleuse indépendant,travailleur social,f.a.-n.a.-f.o.-',0.77,False
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q4504549,religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q4594605,magistrat ou magistrate,écologiste,l.a.-f.a.-f.o.-',0.24,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q901402,géographe,cartographe,l.a.-t.a.-f.o.-',0.7,False
Q36442,science politique,politicien,s.a.-k.a.-f.o.-',0.63,False
Q1762091,politique internationale,politicien,s.a.-k.a.-f.o.-',0.46,False
Q26700841,scandinaviste,activiste,b.a.-k.a.-f.o.-',0.51,False
Q79913,organisation non gouvernementale,relation publique,l.a.-b.a.-f.o.-',0.36,True
Q15911314,association,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q431603,groupe de défense d'intérêts,défendeur,l.a.-n.a.-f.o.-',0.52,False
Q988108,club,client,n.a.-d.a.-f.o.-',0.27,True
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q599151,haut fonctionnaire ou haute fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.97,False
Q106753996,receveur général,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.36,True
Q193432,fan,enfant,d.a.-m.a.-f.o.-',0.19,True
Q180958,faculté,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.22,True
Q49757,poète ou poétesse,policier,n.a.-l.a.-f.o.-',0.16,True
Q12899866,famille cistercienne,familier,m.a.-m.a.-f.o.-',0.49,False
Q116,monarque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q486839,parlementaire,notaire,m.a.-t.a.-f.o.-',0.44,False
Q851436,garde du corps,agent de,d.a.-l.a.-f.o.-',0.18,True
Q19829980,scientifique des religions,relation publique,l.a.-b.a.-f.o.-',0.39,True
Q20826540,érudit,éditeur,t.a.-b.a.-f.o.-',0.19,True
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q13416354,minéralogiste,écologiste,l.a.-f.a.-f.o.-',0.71,False
Q3562775,voleur,bénévole,m.a.-n.a.-f.o.-',0.24,True
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q520549,géologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q11063,astronome,assureur,f.a.-t.a.-f.o.-',0.24,True
Q7501153,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q203658,chiffonnier,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q16743941,métaphysicien,musicien,f.a.-b.a.-f.o.-',0.59,False
Q4964182,philosophe,philosophe,s.a.-s.a.-f.o.-',1.0,False
Q2478141,aristocrate,secouriste,f.a.-l.a.-f.o.-',0.27,True
Q593644,chimiste,archiviste,t.a.-l.a.-f.o.-',0.43,False
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q169470,physicien ou physicienne,musicien,f.a.-b.a.-f.o.-',0.62,False
Q1900167,psychothérapeute,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q212980,psychologue,psychologue,s.a.-f.a.-f.o.-',1.0,False
Q16746942,hypnotiseur,investisseur,t.a.-d.a.-f.o.-',0.34,True
Q1900167,psychothérapeute,psychologue,s.a.-f.a.-f.o.-',0.58,False
Q467,femme,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q18931911,théoricien ou théoricienne,musicien,f.a.-b.a.-f.o.-',0.51,False
Q22082749,pseudo-scientifique,relation publique,l.a.-b.a.-f.o.-',0.28,True
Q188094,économiste,écologiste,l.a.-f.a.-f.o.-',0.48,False
Q102083,chevalier,familier,m.a.-m.a.-f.o.-',0.43,False
Q1250916,guerrier,guerrier,l.a.-l.a.-f.o.-',1.0,False
Q16831394,mammalogiste,écologiste,l.a.-f.a.-f.o.-',0.69,False
Q216353,titre de civilité,agent de,d.a.-l.a.-f.o.-',0.26,True
Q250867,prêtre catholique,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q2029179,prêtre régulier,ancêtre,t.a.-m.a.-f.o.-',0.38,True
Q105898711,zoologiste des vertébrés,écologiste,l.a.-f.a.-f.o.-',0.74,False
Q350979,zoologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q1731155,orientaliste,journaliste,n.a.-b.a.-f.o.-',0.52,False
Q217602,analyse,manager,l.a.-s.a.-f.o.-',0.14,True
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q55071047,auxiliaire de santé,notaire,m.a.-t.a.-f.o.-',0.29,True
Q8434,éducation,relation publique,l.a.-b.a.-f.o.-',0.4,False
Q918385,entraînement,entrepreneur,l.a.-d.a.-f.o.-',0.32,True
Q61788126,educational activity,activiste,b.a.-k.a.-f.o.-',0.55,False
Q6503343,agent de la force publique,agent de,d.a.-l.a.-f.o.-',0.63,False
Q49757,poète ou poétesse,policier,n.a.-l.a.-f.o.-',0.16,True
Q108614246,zoologiste des invertébrés,écologiste,l.a.-f.a.-f.o.-',0.67,False
Q6030589,informant,informaticien,s.a.-t.a.-f.o.-',0.6,False
Q35535,police,policier,n.a.-l.a.-f.o.-',0.69,False
Q7574898,organisme spécialisé chargé de l'application de la loi,agent de,d.a.-l.a.-f.o.-',0.29,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q5116158,artiste animalier,familier,m.a.-m.a.-f.o.-',0.28,True
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q3375719,personnage conceptuel,guide spirituel,n.a.-n.a.-f.o.-',0.25,True
Q42857,prophète ou prophétesse,procureur,b.a.-n.a.-f.o.-',0.27,True
Q18563360,personnage coranique,relation publique,l.a.-b.a.-f.o.-',0.25,True
Q60754876,grade d'un ordre,traducteur,t.a.-s.a.-f.o.-',0.13,True
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q1400381,gouverneur militaire,publicitaire,b.a.-d.a.-f.o.-',0.4,False
Q4964182,philosophe,philosophe,s.a.-s.a.-f.o.-',1.0,False
Q4964182,philosophe,philosophe,s.a.-s.a.-f.o.-',1.0,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3303330,calligraphe,cartographe,l.a.-t.a.-f.o.-',0.59,False
Q15647248,barreur,assureur,f.a.-t.a.-f.o.-',0.36,True
Q13382576,rameur,acteur,s.a.-b.a.-f.o.-',0.28,True
Q16533,juge,juré,k.a.-n.a.-f.o.-',0.33,True
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q2006045,oligarque,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q1238570,politologue,psychologue,s.a.-f.a.-f.o.-',0.46,False
Q108290599,pre-press technicians,technicien,f.a.-d.a.-f.o.-',0.73,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q1800765,réduction à l'état laïc,fonctionnaire,t.a.-k.a.-f.o.-',0.25,True
Q250867,prêtre catholique,relation publique,l.a.-b.a.-f.o.-',0.32,True
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q5121550,érudit du judaïsme,juré,k.a.-n.a.-f.o.-',0.19,True
Q15962340,théoricien ou théoricienne de la littérature,musicien,f.a.-b.a.-f.o.-',0.44,False
Q17136179,scientifique interdisciplinaire,partenaire,m.a.-d.a.-f.o.-',0.29,True
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q9200127,membre,mere,f.a.-m.a.-f.o.-',0.4,False
