Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
coureur de fond,Q4439155,fondateur,0.349,assureur,0.3193,procureur,0.3041
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
avironneur,Q26270618,entrepreneur,0.2785,avocat,0.1092,acteur,0.0897
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
batelier,Q2891167,familier,0.4076,banquier,0.2326,ouvrier,0.1525
skieur ou skieuse nordique,Q113510260,relation publique,0.2821,syndiqué,0.1939,notaire,0.0817
skieur ou skieuse nordique,Q113510260,relation publique,0.2821,syndiqué,0.1939,notaire,0.0817
skieur ou skieuse nordique,Q113510260,relation publique,0.2821,syndiqué,0.1939,notaire,0.0817
explorateur ou exploratrice,Q11900058,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
géographe,Q901402,cartographe,0.7031,philosophe,0.1283,guerrier,0.0
pratiquant de sports d'hiver,Q20965770,transporteur,0.296,agent de,0.2311,enfant,0.1066
pratiquant de sports d'hiver,Q20965770,transporteur,0.296,agent de,0.2311,enfant,0.1066
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
pratiquant de sports d'hiver,Q20965770,transporteur,0.296,agent de,0.2311,enfant,0.1066
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
profession,Q28640,procureur,0.2381,producteur,0.2375,relation publique,0.1975
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
auteur-compositeur ou autrice-compositrice,Q753110,auteur,0.7159,éditeur,0.2334,comptable,0.2007
avocat ou avocate,Q40348,avocat,0.9493,diplomate,0.0554,ouvrier,0.0341
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
recruteur,Q2072298,auteur,0.5428,acteur,0.2065,lecteur,0.1699
mécanisme,Q517596,médiateur,0.221,médecin,0.2202,guerrier,0.0
personnalité du monde des affaires,Q43845,fonctionnaire,0.2398,journaliste,0.1648,agent de,0.1413
Diplom,Q5978719,diplomate,0.7304,traducteur,0.0,spectateur,0.0
travailleur de la construction,Q811122,travailleur social,0.6331,consultant,0.1745,fonctionnaire,0.1419
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
architecte,Q42973,archiviste,0.5309,lecteur,0.1686,inspecteur,0.1309
maître,Q76771889,ancêtre,0.3044,manager,0.133,père,0.0888
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
prêtre anglican,Q3409375,ancêtre,0.5401,publicitaire,0.089,policier,0.0743
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
géologue,Q520549,psychologue,0.619,écologiste,0.1539,guerrier,0.0579
chercheur médical,Q15401884,médiateur,0.5094,médecin,0.2144,éditeur,0.139
scientifique de l'esprit,Q16727193,agent de,0.2607,relation publique,0.2534,client,0.1639
éducateur ou éducatrice,Q974144,éditeur,0.2431,traducteur,0.1835,producteur,0.1817
expert,Q381160,guerrier,0.0,traducteur,0.0,spectateur,0.0
agricultural and forestry production managers,Q108290300,manager,0.5207,producteur,0.4627,fonctionnaire,0.1611
pastoralist,Q55982999,journaliste,0.393,mentor,0.0956,partenaire,0.0747
livestock farmer,Q84271380,investisseur,0.2198,mere,0.1365,familier,0.1311
auteur-compositeur ou autrice-compositrice,Q753110,auteur,0.7159,éditeur,0.2334,comptable,0.2007
écrivain religieux,Q24262594,relation publique,0.1738,époux,0.0889,écologiste,0.0746
poète ou poétesse,Q49757,policier,0.1566,politicien,0.1356,pourvoyeur,0.1289
parolier ou parolière,Q822146,partenaire,0.2779,familier,0.2043,père,0.1667
microbiologiste,Q3779582,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
pathologiste,Q3368718,écologiste,0.699,psychologue,0.2354,activiste,0.1793
samouraï,Q38142,secouriste,0.1755,pourvoyeur,0.1752,journaliste,0.1653
parlementaire,Q486839,notaire,0.4379,partenaire,0.3947,secrétaire,0.3481
courtier,Q160117,secouriste,0.2502,ouvrier,0.1633,policier,0.1627
chercheur ou chercheuse,Q1650915,archiviste,0.1748,ouvrier,0.1058,acteur,0.0897
humoriste,Q245068,secouriste,0.5207,activiste,0.3067,archiviste,0.2783
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
athlète,Q11513337,hôte,0.2343,adulte,0.182,activiste,0.1553
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
court rank,Q19631939,secouriste,0.2626,transporteur,0.0896,comptable,0.0804
personne du monde du divertissement,Q138858,investisseur,0.2929,agent de,0.1939,mentor,0.1786
lutteur,Q27978698,acteur,0.4339,auteur,0.374,lecteur,0.357
exploitation minière,Q306093,relation publique,0.36,père,0.2162,fonctionnaire,0.1428
procédé,Q10843872,procureur,0.5275,producteur,0.2339,précurseur,0.0648
extraction de pétrole brut et de gaz naturel,Q12089268,agent de,0.292,relation publique,0.1966,fonctionnaire,0.1797
saint ou sainte,Q43115,ouvrier,0.1462,inventeur,0.1392,hôte,0.0933
critique,Q6430706,relation publique,0.3263,politicien,0.078,syndiqué,0.0661
journaliste musical,Q20669622,journaliste,0.8527,musicien,0.3602,secouriste,0.1406
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
ancient Near Eastern scholar,Q110042402,client,0.3495,ancêtre,0.2073,psychologue,0.1596
africaniste,Q15936497,activiste,0.4206,archiviste,0.3816,secouriste,0.3798
archéologue,Q3621491,psychologue,0.4993,archiviste,0.2991,écologiste,0.1241
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
emergency services personnel,Q681842,mere,0.1578,agent de,0.1235,fonctionnaire,0.0807
société de secours en mer,Q2551394,secouriste,0.4508,acteurs sociaux,0.2763,mere,0.192
organisme spécialisé chargé de l'application de la loi,Q7574898,agent de,0.285,relation publique,0.2461,journaliste,0.1076
arme,Q781132,archiviste,0.1461,pharmacien,0.1446,guerrier,0.0
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
frère,Q548320,frère/socur,0.5188,père,0.2488,mere,0.0503
moine ou moniale,Q733786,témoin,0.3236,ouvrier,0.1036,bénévole,0.0758
brother,Q16824629,ouvrier,0.1706,policier,0.17,manager,0.1647
haut fonctionnaire ou haute fonctionnaire,Q599151,fonctionnaire,0.9719,partenaire,0.2101,notaire,0.1539
président de tribunal,Q16474031,agent de,0.3837,précurseur,0.1687,client,0.1552
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
spécialiste de la littérature,Q17167049,journaliste,0.4271,activiste,0.182,agent de,0.1804
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
engineering professionals (excluding electrotechnology),Q108289381,technicien,0.3014,lecteur,0.1941,procureur,0.1314
créateur ou créatrice,Q2500638,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
modérateur ou modératrice de débat,Q16961937,agent de,0.2601,médiateur,0.2391,fondateur,0.2368
auxiliaire de santé,Q55071047,notaire,0.2859,agent de,0.2467,secrétaire,0.2273
Handwerkschirurg,Q1575252,archiviste,0.2066,guerrier,0.0,législateur,0.0
infirmière ou infirmier,Q186360,infirmier / soignant,0.6878,informaticien,0.1001,père,0.0971
maire,Q30185,notaire,0.4251,secrétaire,0.3379,partenaire,0.3343
chef de gouvernement,Q2285706,agent de,0.4617,mentor,0.2453,client,0.1867
ministre-président,Q23833126,client,0.2251,agent de,0.2226,entrepreneur,0.1133
modern philologist,Q110038490,écologiste,0.5045,philosophe,0.3872,psychologue,0.1044
professorat,Q81752537,procureur,0.2954,producteur,0.2947,avocat,0.14
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
membre d'équipe de cinéma,Q17291399,agent de,0.2883,mere,0.169,citoyen,0.0902
source d'information,Q3523102,informaticien,0.5952,réformateur,0.3114,relation publique,0.2662
confidente,Q24760463,inventeur,0.2197,consultant,0.2016,comptable,0.0612
exécutif d'une commune polonaise,Q99247352,policier,0.2128,comptable,0.2073,politicien,0.1843
guerrier,Q1250916,guerrier,1.0,ouvrier,0.2301,policier,0.0845
cavalier,Q2730732,familier,0.3622,ouvrier,0.1355,policier,0.135
chasseur ou chasseresse,Q1714828,investisseur,0.3365,précurseur,0.1429,assureur,0.1378
sexton,Q4129937,secrétaire,0.1283,secouriste,0.1269,relation publique,0.1176
commentateur sportif,Q2986228,spectateur,0.3576,transporteur,0.3348,médiateur,0.166
person associated with football,Q116763437,acteurs sociaux,0.2505,travailleur social,0.2133,assureur,0.1967
profession agricole,Q19261760,bénévole,0.1958,procureur,0.1717,producteur,0.1712
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
héritier,Q675316,ouvrier,0.1968,policier,0.1961,officier,0.1879
narrateur,Q755070,médiateur,0.4137,fondateur,0.4097,spectateur,0.3858
chercheur ou chercheuse en sciences sociales,Q15319501,travailleur social,0.3971,acteurs sociaux,0.321,musicien,0.1212
anthropologue,Q4773904,psychologue,0.563,écologiste,0.1399,ancêtre,0.0654
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
singleton,Q1165112,voisin,0.1843,relation publique,0.1127,législateur,0.0
professionnel des médias,Q15980804,médiateur,0.5037,médecin,0.1538,procureur,0.1387
athlète,Q11513337,hôte,0.2343,adulte,0.182,activiste,0.1553
indicateur,Q1364673,innovateur,0.3318,médiateur,0.3027,fondateur,0.2998
soprano d'enfant,Q53829839,enfant,0.7938,aidant,0.1125,infirmier / soignant,0.0967
voix,Q17172850,voisin,0.4513,traducteur,0.0,spectateur,0.0
service,Q7406919,secrétaire,0.1902,secouriste,0.188,guerrier,0.0
ingénieur ou ingénieure,Q81096,inventeur,0.1874,inspecteur,0.1802,innovateur,0.1759
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
panel,Q938236,partenaire,0.1456,guide spirituel,0.1187,guerrier,0.0
athlète,Q11513337,hôte,0.2343,adulte,0.182,activiste,0.1553
athlète,Q11513337,hôte,0.2343,adulte,0.182,activiste,0.1553
athlète,Q11513337,hôte,0.2343,adulte,0.182,activiste,0.1553
porte-parole,Q17221,transporteur,0.3462,bénévole,0.1926,partenaire,0.1172
artiste interprète,Q713200,archiviste,0.3324,activiste,0.2913,secouriste,0.263
attaché,Q544178,guerrier,0.0,traducteur,0.0,spectateur,0.0
avocat spécialisé,Q1257466,avocat,0.832,journaliste,0.1248,travailleur social,0.0962
avocat spécialisé,Q1257466,avocat,0.832,journaliste,0.1248,travailleur social,0.0962
avocat spécialisé,Q1257466,avocat,0.832,journaliste,0.1248,travailleur social,0.0962
avocat spécialisé,Q1257466,avocat,0.832,journaliste,0.1248,travailleur social,0.0962
informaticien ou informaticienne,Q82594,informaticien,0.9882,réformateur,0.2947,politicien,0.2734
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
lifting truck operator,Q108290738,mentor,0.4091,traducteur,0.0862,transporteur,0.0722
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
transport clerk,Q43683884,transporteur,0.8354,traducteur,0.109,travailleur social,0.0753
sport équestre,Q902378,transporteur,0.344,ancêtre,0.1657,spectateur,0.0565
souverain,Q2304859,ouvrier,0.1597,voisin,0.1211,témoin,0.1211
infirmière ou infirmier,Q186360,infirmier / soignant,0.6878,informaticien,0.1001,père,0.0971
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
liturgie,Q172331,politicien,0.1527,guide spirituel,0.1187,guerrier,0.0
laïcat,Q15407657,avocat,0.4472,guerrier,0.0,législateur,0.0
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
personnalité liée au droit,Q57735705,journaliste,0.1937,fonctionnaire,0.1774,auteur,0.103
militant ou militante politique,Q11499147,politicien,0.3756,consultant,0.1885,familier,0.1841
rebelle,Q1125062,bénévole,0.1087,comptable,0.102,relation publique,0.0946
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
fonction militaire,Q16631188,fonctionnaire,0.6311,publicitaire,0.2897,notaire,0.2571
gouverneur,Q132050,entrepreneur,0.3073,ouvrier,0.1168,acteur,0.099
chasseur professionnel,Q695521,investisseur,0.3111,précurseur,0.2167,procureur,0.186
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
responsable,Q1251441,comptable,0.4035,consultant,0.0672,transporteur,0.0644
professeur ou professeure d'université,Q1622272,investisseur,0.3578,procureur,0.2553,précurseur,0.2326
gangster,Q46961,activiste,0.1307,archiviste,0.1186,secouriste,0.118
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
membre,Q9200127,mere,0.3958,mentor,0.193,père,0.1415
légat,Q212624,législateur,0.3088,avocat,0.1291,guerrier,0.0
dirigeant ou dirigeante,Q25713832,enfant,0.1501,aidant,0.1486,diplomate,0.1416
joueur de rugby,Q13415036,joueur,0.9001,agent de,0.1993,journaliste,0.1257
dirigeant,Q1097498,enfant,0.2209,aidant,0.2187,étudiant,0.1827
noble,Q16744001,comptable,0.2976,notaire,0.1337,bénévole,0.0935
propriétaire terrien,Q1549283,secrétaire,0.4049,notaire,0.3316,guerrier,0.3061
ouléma,Q189459,ouvrier,0.2502,guerrier,0.0,législateur,0.0
juriste,Q185351,secouriste,0.5493,juré,0.2839,activiste,0.2205
fürst,Q18244,guerrier,0.0,traducteur,0.0,spectateur,0.0
enseignement supérieur,Q136822,enseignant,0.6916,mentor,0.1529,client,0.1164
grade universitaire,Q189533,publicitaire,0.4881,notaire,0.4332,secrétaire,0.3443
flûtiste,Q12902372,activiste,0.3698,archiviste,0.3355,secouriste,0.3339
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
ambassadeur ou ambassadrice,Q121998,vendeur,0.2385,défendeur,0.1987,assureur,0.1776
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
fan,Q193432,enfant,0.1944,familier,0.161,législateur,0.0
print finishing and binding workers,Q108290602,ancêtre,0.1174,syndiqué,0.107,acteurs sociaux,0.0906
délinquant,Q1184268,enfant,0.2209,aidant,0.2187,étudiant,0.1827
transformiste,Q17379560,transporteur,0.4029,activiste,0.1998,archiviste,0.1813
vacher,Q5179781,ouvrier,0.1706,policier,0.17,manager,0.1647
verrier,Q12184432,guerrier,0.6972,ouvrier,0.3,policier,0.1102
artiste,Q483501,archiviste,0.3646,activiste,0.3108,secouriste,0.2806
réalisateur ou réalisatrice,Q2526255,journaliste,0.2604,réformateur,0.2349,médiateur,0.1585
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
compositeur ou compositrice,Q36834,comptable,0.447,éditeur,0.228,acteur,0.0978
film people,Q34388953,bénévole,0.2003,comptable,0.1879,guerrier,0.0
agent,Q24229398,agent de,0.8893,client,0.1584,manager,0.0616
entité économique,Q12569864,relation publique,0.261,écologiste,0.1778,entrepreneur,0.1227
réalisateur ou réalisatrice,Q2526255,journaliste,0.2604,réformateur,0.2349,médiateur,0.1585
coordinateur,Q20481199,médiateur,0.3648,fondateur,0.3614,spectateur,0.3402
exploitant,Q1970438,consultant,0.3527,enfant,0.1621,aidant,0.1605
acteur ou actrice,Q33999,acteur,0.9123,acteurs sociaux,0.4389,activiste,0.2541
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
financier,Q1979607,policier,0.3874,officier,0.3714,ouvrier,0.1566
analyste,Q485178,journaliste,0.2376,activiste,0.1736,archiviste,0.1575
métier de la finance,Q108286983,agent de,0.2917,ouvrier,0.1387,policier,0.1382
office supervisors,Q108290441,officier,0.6534,activiste,0.0578,acteurs sociaux,0.0564
salarié,Q703534,allié,0.2887,guerrier,0.0,législateur,0.0
travailleur social,Q7019111,travailleur social,1.0,acteurs sociaux,0.2198,traducteur,0.1003
éducation,Q8434,relation publique,0.3977,fonctionnaire,0.133,éditeur,0.082
école primaire,Q975085,écologiste,0.3418,notaire,0.2478,secrétaire,0.197
évêque,Q29182,relation publique,0.2684,psychologue,0.0919,juré,0.0
responsable marketing,Q88206817,comptable,0.3825,manager,0.077,consultant,0.0637
développeur ou développeuse,Q183888,défendeur,0.2444,ouvrier,0.1058,acteur,0.0897
miracle,Q170774,bénévole,0.2003,comptable,0.1879,guerrier,0.0
guérison,Q1581290,secouriste,0.1221,guerrier,0.1149,relation publique,0.0946
thérapie spirituelle,Q73470155,guide spirituel,0.7187,spectateur,0.0387,cartographe,0.0379
croyance religieuse,Q2728698,relation publique,0.2391,ancêtre,0.1202,guerrier,0.0
entrepreneur ou entrepreneuse,Q131524,entrepreneur,0.9808,inventeur,0.0404,ancêtre,0.0385
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
Premier ou Première ministre,Q14212,père,0.2232,infirmier / soignant,0.1636,ancêtre,0.1546
grands officiers d'État,Q1544356,officier,0.8058,policier,0.1985,musicien,0.08
chef de gouvernement,Q2285706,agent de,0.4617,mentor,0.2453,client,0.1867
ministre,Q83307,ancêtre,0.3254,père,0.0949,mere,0.0949
organe,Q895526,guerrier,0.0,traducteur,0.0,spectateur,0.0
ministre des Affaires étrangères,Q7330070,notaire,0.1828,ancêtre,0.173,transporteur,0.1633
secrétaire d'État,Q736559,secrétaire,0.9459,notaire,0.2763,publicitaire,0.2026
constructeur automobile,Q786820,auteur,0.3532,traducteur,0.3273,producteur,0.3241
gentry,Q844586,agent de,0.3282,entrepreneur,0.2216,client,0.0755
clerc chrétien,Q105200223,client,0.2207,musicien,0.2111,politicien,0.1882
ministère ecclésiastique,Q3315492,relation publique,0.2923,père,0.2582,investisseur,0.0602
étudiant ou étudiante,Q48282,étudiant,0.9707,enfant,0.0641,aidant,0.0635
commerçant,Q215536,comptable,0.2522,consultant,0.2022,enfant,0.1789
trader,Q3704253,traducteur,0.4989,transporteur,0.1758,travailleur social,0.1452
électricien,Q165029,musicien,0.3719,politicien,0.3314,technicien,0.3198
entraînement en force,Q12834857,entrepreneur,0.3089,mentor,0.2125,client,0.1728
fonction publique,Q294414,relation publique,0.63,fonctionnaire,0.4785,publicitaire,0.2311
agent étranger,Q4201315,agent de,0.7081,manager,0.1938,transporteur,0.1269
